"","location","price","mdy","timestamp","last4ccnum","H","loyaltynum"
"309","Brew've Been Served",12.3,2014-01-17,NA,NA,NA,"L7291"
"310","Brew've Been Served",12.31,2014-01-14,2014-01-14 08:13:00,6901,"08","L9363"
"311","Brew've Been Served",12.39,2014-01-15,2014-01-15 08:05:00,5407,"08",NA
"312","Brew've Been Served",12.56,2014-01-17,NA,NA,NA,"L3800"
"313","Brew've Been Served",12.64,2014-01-10,2014-01-10 08:17:00,4434,"08","L2169"
"314","Brew've Been Served",12.67,2014-01-16,2014-01-16 07:52:00,1286,"07","L3572"
"315","Brew've Been Served",12.74,2014-01-07,2014-01-07 07:31:00,5368,"07","L2247"
"316","Brew've Been Served",12.77,2014-01-10,2014-01-10 07:51:00,5407,"07",NA
"317","Brew've Been Served",12.8,2014-01-13,NA,NA,NA,"L1485"
"318","Brew've Been Served",12.83,2014-01-06,NA,NA,NA,"L3259"
"319","Brew've Been Served",12.83,2014-01-16,2014-01-16 07:55:00,6816,"07","L8148"
"320","Brew've Been Served",12.92,2014-01-08,NA,NA,NA,"L1485"
"321","Brew've Been Served",13.19,2014-01-13,2014-01-13 08:21:00,6901,"08",NA
"322","Brew've Been Served",13.32,2014-01-10,2014-01-10 07:48:00,9405,"07","L3259"
"323","Brew've Been Served",13.37,2014-01-13,2014-01-13 08:00:00,8411,"08","L6110"
"324","Brew've Been Served",13.66,2014-01-17,2014-01-17 08:03:00,3484,"08","L2490"
"325","Brew've Been Served",13.68,2014-01-08,NA,NA,NA,"L3259"
"326","Brew've Been Served",14.04,2014-01-14,2014-01-14 07:45:00,4948,"07","L9406"
"327","Brew've Been Served",14.06,2014-01-15,2014-01-15 07:58:00,3484,"07","L2490"
"328","Brew've Been Served",14.36,2014-01-10,2014-01-10 08:20:00,8411,"08","L6110"
"329","Brew've Been Served",14.45,2014-01-10,2014-01-10 08:09:00,3853,"08","L1485"
"330","Brew've Been Served",14.49,2014-01-07,2014-01-07 08:02:00,9405,"08","L3259"
"331","Brew've Been Served",14.58,2014-01-17,2014-01-17 08:19:00,8411,"08","L6110"
"332","Brew've Been Served",14.67,2014-01-14,2014-01-14 07:27:00,5368,"07","L2247"
"333","Brew've Been Served",14.85,2014-01-09,NA,NA,NA,"L9254"
"334","Brew've Been Served",14.88,2014-01-08,NA,NA,NA,"L2247"
"335","Brew've Been Served",14.97,2014-01-06,2014-01-06 08:16:00,1286,"08","L3572"
"336","Brew've Been Served",15.39,2014-01-06,2014-01-06 08:17:00,8202,"08","L2343"
"337","Brew've Been Served",15.46,2014-01-17,2014-01-17 08:22:00,7819,"08","L5259"
"338","Brew've Been Served",15.5,2014-01-15,2014-01-15 07:36:00,6816,"07","L8148"
"339","Brew've Been Served",15.58,2014-01-06,2014-01-06 08:06:00,4434,"08","L2169"
"340","Brew've Been Served",15.58,2014-01-15,2014-01-15 08:02:00,3853,"08","L1485"
"341","Brew've Been Served",15.66,2014-01-07,2014-01-07 08:09:00,8411,"08","L6110"
"342","Brew've Been Served",15.66,2014-01-08,2014-01-08 07:31:00,7354,"07","L9254"
"343","Brew've Been Served",15.82,2014-01-09,NA,NA,NA,"L8148"
"344","Brew've Been Served",15.85,2014-01-10,2014-01-10 07:35:00,6816,"07","L8148"
"345","Brew've Been Served",16.05,2014-01-13,2014-01-13 08:04:00,4434,"08","L2169"
"346","Brew've Been Served",16.39,2014-01-13,2014-01-13 07:36:00,5368,"07",NA
"347","Brew've Been Served",16.39,2014-01-14,2014-01-14 08:07:00,5407,"08","L4034"
"348","Brew've Been Served",16.53,2014-01-14,2014-01-14 07:45:00,9405,"07","L3259"
"349","Brew've Been Served",16.62,2014-01-17,2014-01-17 08:04:00,9405,"08","L3259"
"350","Brew've Been Served",16.67,2014-01-16,2014-01-16 08:03:00,6901,"08",NA
"351","Brew've Been Served",16.9,2014-01-06,2014-01-06 07:43:00,9683,"07","L7291"
"352","Brew've Been Served",16.9,2014-01-16,2014-01-16 08:19:00,7819,"08","L5259"
"353","Brew've Been Served",17.13,2014-01-08,2014-01-08 08:01:00,7819,"08","L5259"
"354","Brew've Been Served",17.25,2014-01-10,NA,NA,NA,"L8566"
"355","Brew've Been Served",17.4,2014-01-07,2014-01-07 07:58:00,8202,"07","L2343"
"356","Brew've Been Served",17.44,2014-01-16,2014-01-16 08:09:00,4434,"08","L2169"
"357","Brew've Been Served",17.64,2014-01-09,2014-01-09 08:14:00,1286,"08","L3572"
"358","Brew've Been Served",18.15,2014-01-17,2014-01-17 08:12:00,5407,"08","L4034"
"359","Brew've Been Served",18.23,2014-01-13,NA,NA,NA,"L2490"
"360","Brew've Been Served",18.24,2014-01-06,2014-01-06 08:06:00,3853,"08","L1485"
"361","Brew've Been Served",18.25,2014-01-09,NA,NA,NA,"L2343"
"362","Brew've Been Served",18.53,2014-01-07,NA,NA,NA,"L7291"
"363","Brew've Been Served",18.58,2014-01-15,2014-01-15 08:14:00,6901,"08","L9363"
"364","Brew've Been Served",18.71,2014-01-13,2014-01-13 07:43:00,4795,"07","L8566"
"365","Brew've Been Served",19.17,2014-01-08,2014-01-08 07:48:00,9683,"07","L7291"
"366","Brew've Been Served",19.24,2014-01-15,2014-01-15 07:50:00,7354,"07",NA
"367","Brew've Been Served",19.39,2014-01-17,2014-01-17 07:59:00,4795,"07","L8566"
"368","Brew've Been Served",19.47,2014-01-09,2014-01-09 07:58:00,6901,"07","L9363"
"369","Brew've Been Served",19.6,2014-01-07,2014-01-07 07:45:00,6816,"07",NA
"370","Brew've Been Served",19.64,2014-01-13,2014-01-13 07:53:00,7354,"07","L9254"
"371","Brew've Been Served",19.87,2014-01-15,2014-01-15 07:40:00,9683,"07","L7291"
"372","Brew've Been Served",19.89,2014-01-13,2014-01-13 08:23:00,8202,"08","L2343"
"373","Brew've Been Served",19.9,2014-01-16,2014-01-16 07:36:00,3484,"07","L2490"
"374","Brew've Been Served",24.18,2014-01-13,2014-01-13 07:43:00,6816,"07",NA
"375","Brew've Been Served",25.05,2014-01-16,2014-01-16 07:33:00,5368,"07",NA
"376","Brew've Been Served",32.3,2014-01-08,2014-01-08 08:00:00,4795,"08",NA
"377","Brew've Been Served",32.83,2014-01-06,2014-01-06 07:52:00,9405,"07",NA
"378","Brew've Been Served",32.92,2014-01-08,2014-01-08 07:48:00,3853,"07",NA
"379","Brew've Been Served",33.68,2014-01-08,2014-01-08 07:50:00,9405,"07",NA
"380","Brew've Been Served",34.85,2014-01-09,2014-01-09 07:48:00,7354,"07",NA
"381","Brew've Been Served",44.88,2014-01-10,2014-01-10 07:47:00,4948,"07",NA
"382","Brew've Been Served",47.74,2014-01-07,2014-01-07 08:18:00,6901,"08",NA
"383","Brew've Been Served",49.7,2014-01-15,2014-01-15 08:01:00,4434,"08",NA
"384","Brew've Been Served",51.04,2014-01-17,2014-01-17 08:23:00,1286,"08",NA
"385","Brew've Been Served",52.56,2014-01-17,2014-01-17 07:29:00,7384,"07",NA
"386","Brew've Been Served",69.06,2014-01-07,2014-01-07 07:55:00,3484,"07",NA
"387","Brew've Been Served",70.71,2014-01-09,2014-01-09 07:36:00,9683,"07",NA
"388","Brew've Been Served",74.88,2014-01-08,2014-01-08 07:57:00,5368,"07",NA
"389","Brew've Been Served",78.23,2014-01-13,2014-01-13 07:57:00,3484,"07",NA
"390","Brew've Been Served",83.44,2014-01-10,2014-01-10 07:54:00,7384,"07",NA
"391","Brew've Been Served",83.84,2014-01-16,2014-01-16 07:54:00,4948,"07",NA
"392","Brew've Been Served",85.91,2014-01-10,2014-01-10 07:55:00,5368,"07",NA
"393","Brew've Been Served",89.93,2014-01-10,2014-01-10 07:49:00,9683,"07",NA
"394","Brew've Been Served",90.33,2014-01-16,2014-01-16 08:08:00,8202,"08",NA
"395","Brew've Been Served",90.72,2014-01-10,2014-01-10 07:56:00,7354,"07",NA
"396","Brew've Been Served",91.87,2014-01-08,2014-01-08 07:55:00,3484,"07",NA
"397","Brew've Been Served",92.12,2014-01-09,2014-01-09 08:01:00,3484,"08",NA
"398","Brew've Been Served",97.25,2014-01-10,2014-01-10 07:56:00,4795,"07",NA
"399","Brew've Been Served",98.25,2014-01-09,2014-01-09 07:56:00,8202,"07",NA
"400","Brew've Been Served",98.53,2014-01-07,2014-01-07 07:56:00,9683,"07",NA
"401","Brewed Awakenings",3.62,2014-01-15,2014-01-15 12:00:00,8332,"12","L2070"
"402","Brewed Awakenings",4.35,2014-01-06,2014-01-06 12:00:00,8332,"12","L2070"
"403","Brewed Awakenings",4.84,2014-01-07,NA,NA,NA,"L1485"
"404","Brewed Awakenings",5.72,2014-01-06,2014-01-06 12:00:00,7688,"12","L4164"
"405","Brewed Awakenings",6,2014-01-17,2014-01-17 12:00:00,8332,"12","L2070"
"406","Brewed Awakenings",6.17,2014-01-10,2014-01-10 12:00:00,2540,"12","L5947"
"407","Brewed Awakenings",6.39,2014-01-16,2014-01-16 12:00:00,8332,"12","L2070"
"408","Brewed Awakenings",6.53,2014-01-16,2014-01-16 12:00:00,2540,"12","L5947"
"409","Brewed Awakenings",6.72,2014-01-07,2014-01-07 12:00:00,8332,"12","L2070"
"410","Brewed Awakenings",8.16,2014-01-17,2014-01-17 12:00:00,7688,"12","L4164"
"411","Brewed Awakenings",8.3,2014-01-14,2014-01-14 12:00:00,2540,"12","L5947"
"412","Brewed Awakenings",8.69,2014-01-17,NA,NA,NA,"L5947"
"413","Brewed Awakenings",11.35,2014-01-14,2014-01-14 12:00:00,8332,"12","L2070"
"414","Brewed Awakenings",11.59,2014-01-07,NA,NA,NA,"L5947"
"415","Brewed Awakenings",11.62,2014-01-15,NA,NA,NA,"L5947"
"416","Brewed Awakenings",11.73,2014-01-08,2014-01-08 12:00:00,7688,"12","L4164"
"417","Brewed Awakenings",11.76,2014-01-09,2014-01-09 12:00:00,7688,"12",NA
"418","Brewed Awakenings",12.17,2014-01-07,2014-01-07 12:00:00,7688,"12",NA
"419","Brewed Awakenings",12.32,2014-01-08,2014-01-08 12:00:00,2540,"12","L5947"
"420","Brewed Awakenings",12.59,2014-01-07,NA,NA,NA,"L9254"
"421","Brewed Awakenings",12.69,2014-01-13,2014-01-13 12:00:00,7688,"12","L4164"
"422","Brewed Awakenings",12.74,2014-01-14,NA,NA,NA,"L2169"
"423","Brewed Awakenings",13.16,2014-01-09,2014-01-09 12:00:00,2540,"12","L5947"
"424","Brewed Awakenings",13.82,2014-01-10,2014-01-10 12:00:00,7688,"12","L4164"
"425","Brewed Awakenings",13.9,2014-01-10,2014-01-10 12:00:00,8332,"12","L2070"
"426","Brewed Awakenings",15.03,2014-01-08,2014-01-08 12:00:00,8332,"12",NA
"427","Brewed Awakenings",15.75,2014-01-15,NA,NA,NA,"L4164"
"428","Brewed Awakenings",16.25,2014-01-13,2014-01-13 12:00:00,8332,"12","L2070"
"429","Brewed Awakenings",16.4,2014-01-13,NA,NA,NA,"L5947"
"430","Brewed Awakenings",16.89,2014-01-06,2014-01-06 12:00:00,2540,"12","L5947"
"431","Brewed Awakenings",17.14,2014-01-14,2014-01-14 12:00:00,7688,"12","L4164"
"432","Brewed Awakenings",17.66,2014-01-09,2014-01-09 12:00:00,8332,"12","L2070"
"433","Brewed Awakenings",17.91,2014-01-16,2014-01-16 12:00:00,7688,"12",NA
"434","Brewed Awakenings",56.4,2014-01-13,2014-01-13 12:00:00,2540,"12",NA
"435","Brewed Awakenings",64.84,2014-01-07,2014-01-07 12:00:00,3853,"12",NA
"436","Brewed Awakenings",71.59,2014-01-07,2014-01-07 12:00:00,2540,"12",NA
"437","Brewed Awakenings",88.69,2014-01-17,2014-01-17 12:00:00,2540,"12",NA
"438","Brewed Awakenings",91.62,2014-01-15,2014-01-15 12:00:00,2540,"12",NA
"439","Carlyle Chemical Inc.",227.81,2014-01-10,2014-01-10 09:09:00,9614,"09","L5924"
"440","Carlyle Chemical Inc.",382.43,2014-01-09,2014-01-09 14:26:00,7792,"14","L5756"
"441","Carlyle Chemical Inc.",419.93,2014-01-16,2014-01-16 09:52:00,7792,"09","L5756"
"442","Carlyle Chemical Inc.",529.47,2014-01-09,2014-01-09 09:54:00,7792,"09","L5756"
"443","Carlyle Chemical Inc.",732.82,2014-01-09,2014-01-09 11:21:00,4530,"11","L8477"
"444","Carlyle Chemical Inc.",794.88,2014-01-14,NA,NA,NA,"L5756"
"445","Carlyle Chemical Inc.",854.88,2014-01-14,2014-01-14 14:21:00,7792,"14",NA
"446","Carlyle Chemical Inc.",1112.04,2014-01-15,2014-01-15 14:25:00,7792,"14","L5756"
"447","Carlyle Chemical Inc.",1392.73,2014-01-15,2014-01-15 17:01:00,7792,"17","L5756"
"448","Carlyle Chemical Inc.",1718.96,2014-01-13,2014-01-13 12:00:00,9220,"12","L4063"
"449","Carlyle Chemical Inc.",1814.24,2014-01-16,2014-01-16 17:17:00,7792,"17","L5756"
"450","Carlyle Chemical Inc.",2176.2,2014-01-09,2014-01-09 16:22:00,7792,"16","L5756"
"451","Carlyle Chemical Inc.",3048.31,2014-01-08,2014-01-08 09:43:00,7792,"09",NA
"452","Carlyle Chemical Inc.",3470.99,2014-01-14,2014-01-14 16:16:00,7792,"16","L5756"
"453","Carlyle Chemical Inc.",3489.36,2014-01-10,NA,NA,NA,"L8477"
"454","Carlyle Chemical Inc.",3608.08,2014-01-15,2014-01-15 09:34:00,7792,"09","L5756"
"455","Carlyle Chemical Inc.",3630.57,2014-01-14,2014-01-14 09:34:00,7792,"09","L5756"
"456","Carlyle Chemical Inc.",3827.2,2014-01-07,NA,NA,NA,"L5756"
"457","Carlyle Chemical Inc.",3959.66,2014-01-06,2014-01-06 11:57:00,9220,"11","L4063"
"458","Carlyle Chemical Inc.",4803.13,2014-01-07,2014-01-07 14:34:00,7792,"14",NA
"459","Carlyle Chemical Inc.",4901.88,2014-01-08,2014-01-08 14:26:00,7792,"14","L5756"
"460","Carlyle Chemical Inc.",4983.52,2014-01-08,2014-01-08 13:03:00,4530,"13","L8477"
"461","Chostus Hotel",107.51,2014-01-08,2014-01-08 12:56:00,2540,"12","L5947"
"462","Chostus Hotel",109.54,2014-01-14,2014-01-14 13:17:00,2540,"13","L5947"
"463","Chostus Hotel",111.89,2014-01-08,2014-01-08 13:19:00,9683,"13","L7291"
"464","Chostus Hotel",113.08,2014-01-14,2014-01-14 13:21:00,9683,"13","L7291"
"465","Chostus Hotel",113.25,2014-01-10,NA,NA,NA,"L7291"
"466","Chostus Hotel",114.22,2014-01-17,2014-01-17 13:49:00,9683,"13","L7291"
"467","Chostus Hotel",119.62,2014-01-17,NA,NA,NA,"L5947"
"468","Chostus Hotel",133.25,2014-01-10,2014-01-10 13:08:00,9683,"13",NA
"469","Chostus Hotel",159.62,2014-01-17,2014-01-17 13:54:00,2540,"13",NA
"470","Chostus Hotel",197.41,2014-01-10,2014-01-10 13:11:00,2540,"13",NA
"471","Chostus Hotel",600,2014-01-18,2014-01-18 12:03:00,5010,"12","L2459"
"472","Coffee Cameleon",3.14,2014-01-16,NA,NA,NA,"L9018"
"473","Coffee Cameleon",3.2,2014-01-06,2014-01-06 08:14:00,2418,"08",NA
"474","Coffee Cameleon",4.88,2014-01-09,NA,NA,NA,"L9018"
"475","Coffee Cameleon",4.88,2014-01-13,2014-01-13 08:02:00,7253,"08","L1682"
"476","Coffee Cameleon",5.2,2014-01-16,NA,NA,NA,"L1682"
"477","Coffee Cameleon",5.49,2014-01-15,2014-01-15 07:56:00,7253,"07","L1682"
"478","Coffee Cameleon",6.59,2014-01-08,2014-01-08 07:51:00,7253,"07","L1682"
"479","Coffee Cameleon",6.81,2014-01-17,2014-01-17 07:51:00,7253,"07","L1682"
"480","Coffee Cameleon",7.19,2014-01-16,NA,NA,NA,"L9362"
"481","Coffee Cameleon",7.49,2014-01-17,2014-01-17 08:07:00,2418,"08","L9018"
"482","Coffee Cameleon",7.66,2014-01-07,NA,NA,NA,"L1682"
"483","Coffee Cameleon",7.84,2014-01-14,2014-01-14 07:56:00,2142,"07","L9637"
"484","Coffee Cameleon",8.39,2014-01-06,2014-01-06 07:49:00,5921,"07","L3295"
"485","Coffee Cameleon",8.51,2014-01-10,2014-01-10 07:40:00,7253,"07","L1682"
"486","Coffee Cameleon",8.73,2014-01-06,NA,NA,NA,"L1682"
"487","Coffee Cameleon",9.1,2014-01-07,2014-01-07 07:46:00,5921,"07","L3295"
"488","Coffee Cameleon",9.16,2014-01-17,2014-01-17 07:52:00,6816,"07","L8148"
"489","Coffee Cameleon",9.69,2014-01-10,2014-01-10 07:54:00,2418,"07","L9018"
"490","Coffee Cameleon",9.8,2014-01-14,2014-01-14 07:37:00,3547,"07","L9362"
"491","Coffee Cameleon",10.27,2014-01-17,2014-01-17 07:38:00,3547,"07","L9362"
"492","Coffee Cameleon",11.54,2014-01-10,2014-01-10 07:47:00,5921,"07","L3295"
"493","Coffee Cameleon",11.55,2014-01-07,2014-01-07 08:00:00,2142,"08","L9637"
"494","Coffee Cameleon",11.67,2014-01-14,2014-01-14 07:52:00,2418,"07","L9018"
"495","Coffee Cameleon",11.86,2014-01-06,2014-01-06 07:54:00,2142,"07","L9637"
"496","Coffee Cameleon",12.26,2014-01-08,2014-01-08 07:52:00,5921,"07","L3295"
"497","Coffee Cameleon",12.44,2014-01-07,NA,NA,NA,"L9018"
"498","Coffee Cameleon",12.47,2014-01-09,2014-01-09 07:35:00,7253,"07",NA
"499","Coffee Cameleon",13.25,2014-01-10,2014-01-10 08:11:00,2142,"08",NA
"500","Coffee Cameleon",14.47,2014-01-15,2014-01-15 07:51:00,3547,"07","L9362"
"501","Coffee Cameleon",14.57,2014-01-17,NA,NA,NA,"L9637"
"502","Coffee Cameleon",14.99,2014-01-17,2014-01-17 08:13:00,4434,"08",NA
"503","Coffee Cameleon",15.63,2014-01-14,2014-01-14 07:53:00,7253,"07","L1682"
"504","Coffee Cameleon",15.71,2014-01-08,2014-01-08 07:59:00,2142,"07","L9637"
"505","Coffee Cameleon",16.13,2014-01-09,2014-01-09 08:03:00,2142,"08","L9637"
"506","Coffee Cameleon",16.17,2014-01-08,2014-01-08 08:22:00,2418,"08","L9018"
"507","Coffee Cameleon",16.31,2014-01-15,NA,NA,NA,"L9018"
"508","Coffee Cameleon",17.49,2014-01-13,2014-01-13 07:55:00,2418,"07","L9018"
"509","Coffee Cameleon",17.76,2014-01-13,2014-01-13 08:12:00,2142,"08","L9637"
"510","Coffee Cameleon",19.93,2014-01-13,2014-01-13 07:40:00,3547,"07","L9362"
"511","Coffee Cameleon",19.93,2014-01-15,2014-01-15 07:45:00,2142,"07","L9637"
"512","Coffee Cameleon",19.99,2014-01-09,2014-01-09 07:37:00,5921,"07","L3295"
"513","Coffee Cameleon",27.66,2014-01-07,2014-01-07 07:49:00,7253,"07",NA
"514","Coffee Cameleon",28.73,2014-01-06,2014-01-06 07:42:00,7253,"07",NA
"515","Coffee Cameleon",52.44,2014-01-07,2014-01-07 08:01:00,2418,"08",NA
"516","Coffee Cameleon",56.31,2014-01-15,2014-01-15 08:05:00,2418,"08",NA
"517","Coffee Cameleon",63.14,2014-01-16,2014-01-16 08:03:00,2418,"08",NA
"518","Coffee Cameleon",67.19,2014-01-16,2014-01-16 07:38:00,3547,"07",NA
"519","Coffee Shack",3.63,2014-01-14,2014-01-14 12:00:00,7117,"12","L6417"
"520","Coffee Shack",4.09,2014-01-13,2014-01-13 12:00:00,7117,"12","L6417"
"521","Coffee Shack",5.01,2014-01-09,2014-01-09 12:00:00,7117,"12","L6417"
"522","Coffee Shack",10.48,2014-01-16,2014-01-16 12:00:00,7117,"12","L6417"
"523","Coffee Shack",11.51,2014-01-06,NA,NA,NA,"L6417"
"524","Coffee Shack",13.13,2014-01-08,2014-01-08 12:00:00,7117,"12","L6417"
"525","Coffee Shack",16.63,2014-01-07,2014-01-07 12:00:00,7117,"12","L6417"
"526","Coffee Shack",18.17,2014-01-15,NA,NA,NA,"L6417"
"527","Coffee Shack",19.16,2014-01-17,2014-01-17 12:00:00,7117,"12","L6417"
"528","Coffee Shack",51.51,2014-01-06,2014-01-06 12:00:00,7117,"12",NA
"529","Daily Dealz",2.01,2014-01-13,2014-01-13 06:04:00,9551,"06",NA
"530","Desafio Golf Course",110.02,2014-01-19,2014-01-19 15:15:00,2463,"15","L6886"
"531","Desafio Golf Course",129.33,2014-01-12,2014-01-12 13:45:00,2463,"13","L6886"
"532","Desafio Golf Course",145.72,2014-01-19,2014-01-19 12:57:00,7688,"12","L4164"
"533","Desafio Golf Course",148.22,2014-01-19,2014-01-19 15:46:00,5010,"15","L2459"
"534","Desafio Golf Course",150.07,2014-01-19,2014-01-19 12:41:00,8156,"12","L5224"
"535","Desafio Golf Course",160.77,2014-01-12,NA,NA,NA,"L4164"
"536","Desafio Golf Course",190.91,2014-01-19,2014-01-19 13:51:00,8332,"13","L2070"
"537","Desafio Golf Course",198.46,2014-01-12,2014-01-12 14:14:00,8332,"14","L2070"
"538","Desafio Golf Course",220.77,2014-01-12,2014-01-12 14:13:00,7688,"14",NA
"539","Frank's Fuel",52.66,2014-01-18,2014-01-18 18:39:00,9635,"18","L3191"
"540","Frank's Fuel",65.34,2014-01-08,2014-01-08 12:29:00,3853,"12","L1485"
"541","Frydos Autosupply n' More",18.66,2014-01-15,2014-01-15 20:33:00,1874,"20",NA
"542","Frydos Autosupply n' More",18.91,2014-01-15,2014-01-15 19:52:00,2540,"19","L5947"
"543","Frydos Autosupply n' More",31.24,2014-01-09,2014-01-09 20:20:00,6901,"20",NA
"544","Frydos Autosupply n' More",42.72,2014-01-14,2014-01-14 20:33:00,4434,"20","L2169"
"545","Frydos Autosupply n' More",43.65,2014-01-10,2014-01-10 20:02:00,8202,"20","L2343"
"546","Frydos Autosupply n' More",49.21,2014-01-14,2014-01-14 21:28:00,4948,"21","L9406"
"547","Frydos Autosupply n' More",52.73,2014-01-11,2014-01-11 16:09:00,7688,"16","L4164"
"548","Frydos Autosupply n' More",53.37,2014-01-16,2014-01-16 19:45:00,1874,"19","L4424"
"549","Frydos Autosupply n' More",56.09,2014-01-19,2014-01-19 15:26:00,3484,"15","L2490"
"550","Frydos Autosupply n' More",60.65,2014-01-09,NA,NA,NA,"L4149"
"551","Frydos Autosupply n' More",64.6,2014-01-13,2014-01-13 19:59:00,8411,"19","L6110"
"552","Frydos Autosupply n' More",67.29,2014-01-17,2014-01-17 21:15:00,5368,"21","L2247"
"553","Frydos Autosupply n' More",80.85,2014-01-06,2014-01-06 20:12:00,8202,"20","L2343"
"554","Frydos Autosupply n' More",87.57,2014-01-13,NA,NA,NA,"L2169"
"555","Frydos Autosupply n' More",88.93,2014-01-12,2014-01-12 19:52:00,5368,"19","L2247"
"556","Frydos Autosupply n' More",89.3,2014-01-06,NA,NA,NA,"L4034"
"557","Frydos Autosupply n' More",98.04,2014-01-19,2014-01-19 19:45:00,9405,"19","L3259"
"558","Frydos Autosupply n' More",98.39,2014-01-10,2014-01-10 18:57:00,7889,"18",NA
"559","Frydos Autosupply n' More",103.41,2014-01-18,2014-01-18 15:31:00,5368,"15","L2247"
"560","Frydos Autosupply n' More",103.55,2014-01-18,2014-01-18 15:51:00,1877,"15","L3014"
"561","Frydos Autosupply n' More",120.65,2014-01-09,2014-01-09 20:21:00,1321,"20",NA
"562","Frydos Autosupply n' More",120.67,2014-01-18,2014-01-18 15:53:00,2463,"15","L6886"
"563","Frydos Autosupply n' More",124.52,2014-01-17,2014-01-17 19:57:00,4948,"19","L9406"
"564","Frydos Autosupply n' More",130.01,2014-01-16,2014-01-16 20:54:00,4948,"20","L9406"
"565","Frydos Autosupply n' More",138.02,2014-01-09,2014-01-09 19:32:00,3484,"19","L2490"
"566","Frydos Autosupply n' More",146.74,2014-01-14,2014-01-14 20:43:00,6901,"20","L9363"
"567","Frydos Autosupply n' More",149.3,2014-01-06,2014-01-06 20:47:00,5407,"20",NA
"568","Frydos Autosupply n' More",161.96,2014-01-12,2014-01-12 20:43:00,8202,"20","L2343"
"569","Frydos Autosupply n' More",175.87,2014-01-06,2014-01-06 20:15:00,5368,"20","L2247"
"570","Frydos Autosupply n' More",182.56,2014-01-08,2014-01-08 20:17:00,3853,"20","L1485"
"571","Frydos Autosupply n' More",188.57,2014-01-13,2014-01-13 19:41:00,8129,"19","L8328"
"572","Frydos Autosupply n' More",197.32,2014-01-06,2014-01-06 21:23:00,2142,"21","L9637"
"573","Frydos Autosupply n' More",202.05,2014-01-13,2014-01-13 21:11:00,2418,"21","L9018"
"574","Frydos Autosupply n' More",209.76,2014-01-19,2014-01-19 15:53:00,4795,"15","L8566"
"575","Frydos Autosupply n' More",211.15,2014-01-11,2014-01-11 20:13:00,5407,"20",NA
"576","Frydos Autosupply n' More",214.07,2014-01-08,2014-01-08 20:07:00,2418,"20","L9018"
"577","Frydos Autosupply n' More",217.08,2014-01-10,NA,NA,NA,"L3800"
"578","Frydos Autosupply n' More",234.53,2014-01-18,2014-01-18 18:51:00,5407,"18","L4034"
"579","Frydos Autosupply n' More",235.27,2014-01-15,2014-01-15 20:04:00,9683,"20","L7291"
"580","Frydos Autosupply n' More",236.25,2014-01-11,2014-01-11 20:22:00,8129,"20","L8328"
"581","Frydos Autosupply n' More",237.08,2014-01-10,2014-01-10 20:15:00,7384,"20",NA
"582","Frydos Autosupply n' More",253.87,2014-01-06,NA,NA,NA,"L3288"
"583","Frydos Autosupply n' More",260.08,2014-01-17,2014-01-17 20:41:00,7354,"20",NA
"584","Frydos Autosupply n' More",261,2014-01-11,2014-01-11 20:26:00,6901,"20","L9363"
"585","Frydos Autosupply n' More",268.89,2014-01-08,2014-01-08 20:28:00,6691,"20","L6267"
"586","Frydos Autosupply n' More",272.73,2014-01-07,NA,NA,NA,"L9363"
"587","Frydos Autosupply n' More",273.87,2014-01-06,2014-01-06 19:50:00,9241,"19",NA
"588","Frydos Autosupply n' More",274.98,2014-01-06,NA,NA,NA,"L8012"
"589","Frydos Autosupply n' More",276.75,2014-01-09,2014-01-09 20:45:00,3853,"20","L1485"
"590","Frydos Autosupply n' More",276.88,2014-01-15,2014-01-15 20:57:00,4948,"20","L9406"
"591","Frydos Autosupply n' More",281.54,2014-01-18,NA,NA,NA,"L4424"
"592","Frydos Autosupply n' More",312.73,2014-01-07,2014-01-07 20:20:00,6901,"20",NA
"593","Frydos Autosupply n' More",314.98,2014-01-06,2014-01-06 21:32:00,1310,"21",NA
"594","Frydos Autosupply n' More",361.54,2014-01-18,2014-01-18 15:32:00,1874,"15",NA
"595","Frydos Autosupply n' More",10000,2014-01-13,2014-01-13 19:20:00,9551,"19",NA
"596","Gelatogalore",8.6,2014-01-09,2014-01-09 13:23:00,6899,"13","L6267"
"597","Gelatogalore",8.97,2014-01-07,NA,NA,NA,"L3295"
"598","Gelatogalore",8.98,2014-01-07,2014-01-07 13:35:00,2463,"13","L6886"
"599","Gelatogalore",9.61,2014-01-15,2014-01-15 13:39:00,2463,"13","L6886"
"600","Gelatogalore",10.62,2014-01-16,2014-01-16 17:07:00,4434,"17","L2169"
"601","Gelatogalore",10.98,2014-01-14,NA,NA,NA,"L3014"
"602","Gelatogalore",11.94,2014-01-09,2014-01-09 13:40:00,9405,"13","L3259"
"603","Gelatogalore",12.33,2014-01-16,2014-01-16 13:33:00,2463,"13","L6886"
"604","Gelatogalore",12.74,2014-01-06,2014-01-06 13:19:00,7253,"13","L1682"
"605","Gelatogalore",15.4,2014-01-07,2014-01-07 13:57:00,6691,"13","L6267"
"606","Gelatogalore",15.84,2014-01-17,2014-01-17 13:17:00,8156,"13","L5224"
"607","Gelatogalore",16.74,2014-01-09,NA,NA,NA,"L5947"
"608","Gelatogalore",17.21,2014-01-07,2014-01-07 13:39:00,9405,"13","L3259"
"609","Gelatogalore",17.31,2014-01-11,2014-01-11 13:35:00,9617,"13","L5553"
