"","location","price","mdy","timestamp","last4ccnum","H","loyaltynum"
"466","Chostus Hotel",114.22,2014-01-17,2014-01-17 13:49:00,9683,"13","L7291"
"471","Chostus Hotel",600,2014-01-18,2014-01-18 12:03:00,5010,"12","L2459"
"475","Coffee Cameleon",4.88,2014-01-13,2014-01-13 08:02:00,7253,"08","L1682"
"477","Coffee Cameleon",5.49,2014-01-15,2014-01-15 07:56:00,7253,"07","L1682"
"478","Coffee Cameleon",6.59,2014-01-08,2014-01-08 07:51:00,7253,"07","L1682"
"479","Coffee Cameleon",6.81,2014-01-17,2014-01-17 07:51:00,7253,"07","L1682"
"481","Coffee Cameleon",7.49,2014-01-17,2014-01-17 08:07:00,2418,"08","L9018"
"483","Coffee Cameleon",7.84,2014-01-14,2014-01-14 07:56:00,2142,"07","L9637"
"484","Coffee Cameleon",8.39,2014-01-06,2014-01-06 07:49:00,5921,"07","L3295"
"485","Coffee Cameleon",8.51,2014-01-10,2014-01-10 07:40:00,7253,"07","L1682"
"487","Coffee Cameleon",9.1,2014-01-07,2014-01-07 07:46:00,5921,"07","L3295"
"488","Coffee Cameleon",9.16,2014-01-17,2014-01-17 07:52:00,6816,"07","L8148"
"489","Coffee Cameleon",9.69,2014-01-10,2014-01-10 07:54:00,2418,"07","L9018"
"490","Coffee Cameleon",9.8,2014-01-14,2014-01-14 07:37:00,3547,"07","L9362"
"491","Coffee Cameleon",10.27,2014-01-17,2014-01-17 07:38:00,3547,"07","L9362"
"492","Coffee Cameleon",11.54,2014-01-10,2014-01-10 07:47:00,5921,"07","L3295"
"493","Coffee Cameleon",11.55,2014-01-07,2014-01-07 08:00:00,2142,"08","L9637"
"494","Coffee Cameleon",11.67,2014-01-14,2014-01-14 07:52:00,2418,"07","L9018"
"495","Coffee Cameleon",11.86,2014-01-06,2014-01-06 07:54:00,2142,"07","L9637"
"496","Coffee Cameleon",12.26,2014-01-08,2014-01-08 07:52:00,5921,"07","L3295"
"500","Coffee Cameleon",14.47,2014-01-15,2014-01-15 07:51:00,3547,"07","L9362"
"503","Coffee Cameleon",15.63,2014-01-14,2014-01-14 07:53:00,7253,"07","L1682"
"504","Coffee Cameleon",15.71,2014-01-08,2014-01-08 07:59:00,2142,"07","L9637"
"505","Coffee Cameleon",16.13,2014-01-09,2014-01-09 08:03:00,2142,"08","L9637"
"506","Coffee Cameleon",16.17,2014-01-08,2014-01-08 08:22:00,2418,"08","L9018"
"508","Coffee Cameleon",17.49,2014-01-13,2014-01-13 07:55:00,2418,"07","L9018"
"509","Coffee Cameleon",17.76,2014-01-13,2014-01-13 08:12:00,2142,"08","L9637"
"510","Coffee Cameleon",19.93,2014-01-13,2014-01-13 07:40:00,3547,"07","L9362"
"511","Coffee Cameleon",19.93,2014-01-15,2014-01-15 07:45:00,2142,"07","L9637"
"512","Coffee Cameleon",19.99,2014-01-09,2014-01-09 07:37:00,5921,"07","L3295"
"519","Coffee Shack",3.63,2014-01-14,2014-01-14 12:00:00,7117,"12","L6417"
"520","Coffee Shack",4.09,2014-01-13,2014-01-13 12:00:00,7117,"12","L6417"
"521","Coffee Shack",5.01,2014-01-09,2014-01-09 12:00:00,7117,"12","L6417"
"522","Coffee Shack",10.48,2014-01-16,2014-01-16 12:00:00,7117,"12","L6417"
"524","Coffee Shack",13.13,2014-01-08,2014-01-08 12:00:00,7117,"12","L6417"
"525","Coffee Shack",16.63,2014-01-07,2014-01-07 12:00:00,7117,"12","L6417"
"527","Coffee Shack",19.16,2014-01-17,2014-01-17 12:00:00,7117,"12","L6417"
"530","Desafio Golf Course",110.02,2014-01-19,2014-01-19 15:15:00,2463,"15","L6886"
"531","Desafio Golf Course",129.33,2014-01-12,2014-01-12 13:45:00,2463,"13","L6886"
"532","Desafio Golf Course",145.72,2014-01-19,2014-01-19 12:57:00,7688,"12","L4164"
"533","Desafio Golf Course",148.22,2014-01-19,2014-01-19 15:46:00,5010,"15","L2459"
"534","Desafio Golf Course",150.07,2014-01-19,2014-01-19 12:41:00,8156,"12","L5224"
"536","Desafio Golf Course",190.91,2014-01-19,2014-01-19 13:51:00,8332,"13","L2070"
"537","Desafio Golf Course",198.46,2014-01-12,2014-01-12 14:14:00,8332,"14","L2070"
"539","Frank's Fuel",52.66,2014-01-18,2014-01-18 18:39:00,9635,"18","L3191"
"540","Frank's Fuel",65.34,2014-01-08,2014-01-08 12:29:00,3853,"12","L1485"
"542","Frydos Autosupply n' More",18.91,2014-01-15,2014-01-15 19:52:00,2540,"19","L5947"
"544","Frydos Autosupply n' More",42.72,2014-01-14,2014-01-14 20:33:00,4434,"20","L2169"
"545","Frydos Autosupply n' More",43.65,2014-01-10,2014-01-10 20:02:00,8202,"20","L2343"
"546","Frydos Autosupply n' More",49.21,2014-01-14,2014-01-14 21:28:00,4948,"21","L9406"
"547","Frydos Autosupply n' More",52.73,2014-01-11,2014-01-11 16:09:00,7688,"16","L4164"
"548","Frydos Autosupply n' More",53.37,2014-01-16,2014-01-16 19:45:00,1874,"19","L4424"
"549","Frydos Autosupply n' More",56.09,2014-01-19,2014-01-19 15:26:00,3484,"15","L2490"
"551","Frydos Autosupply n' More",64.6,2014-01-13,2014-01-13 19:59:00,8411,"19","L6110"
"552","Frydos Autosupply n' More",67.29,2014-01-17,2014-01-17 21:15:00,5368,"21","L2247"
"553","Frydos Autosupply n' More",80.85,2014-01-06,2014-01-06 20:12:00,8202,"20","L2343"
"555","Frydos Autosupply n' More",88.93,2014-01-12,2014-01-12 19:52:00,5368,"19","L2247"
"557","Frydos Autosupply n' More",98.04,2014-01-19,2014-01-19 19:45:00,9405,"19","L3259"
"559","Frydos Autosupply n' More",103.41,2014-01-18,2014-01-18 15:31:00,5368,"15","L2247"
"560","Frydos Autosupply n' More",103.55,2014-01-18,2014-01-18 15:51:00,1877,"15","L3014"
"562","Frydos Autosupply n' More",120.67,2014-01-18,2014-01-18 15:53:00,2463,"15","L6886"
"563","Frydos Autosupply n' More",124.52,2014-01-17,2014-01-17 19:57:00,4948,"19","L9406"
"564","Frydos Autosupply n' More",130.01,2014-01-16,2014-01-16 20:54:00,4948,"20","L9406"
"565","Frydos Autosupply n' More",138.02,2014-01-09,2014-01-09 19:32:00,3484,"19","L2490"
"566","Frydos Autosupply n' More",146.74,2014-01-14,2014-01-14 20:43:00,6901,"20","L9363"
"568","Frydos Autosupply n' More",161.96,2014-01-12,2014-01-12 20:43:00,8202,"20","L2343"
"569","Frydos Autosupply n' More",175.87,2014-01-06,2014-01-06 20:15:00,5368,"20","L2247"
"570","Frydos Autosupply n' More",182.56,2014-01-08,2014-01-08 20:17:00,3853,"20","L1485"
"571","Frydos Autosupply n' More",188.57,2014-01-13,2014-01-13 19:41:00,8129,"19","L8328"
"572","Frydos Autosupply n' More",197.32,2014-01-06,2014-01-06 21:23:00,2142,"21","L9637"
"573","Frydos Autosupply n' More",202.05,2014-01-13,2014-01-13 21:11:00,2418,"21","L9018"
"574","Frydos Autosupply n' More",209.76,2014-01-19,2014-01-19 15:53:00,4795,"15","L8566"
"576","Frydos Autosupply n' More",214.07,2014-01-08,2014-01-08 20:07:00,2418,"20","L9018"
"578","Frydos Autosupply n' More",234.53,2014-01-18,2014-01-18 18:51:00,5407,"18","L4034"
"579","Frydos Autosupply n' More",235.27,2014-01-15,2014-01-15 20:04:00,9683,"20","L7291"
"580","Frydos Autosupply n' More",236.25,2014-01-11,2014-01-11 20:22:00,8129,"20","L8328"
"584","Frydos Autosupply n' More",261,2014-01-11,2014-01-11 20:26:00,6901,"20","L9363"
"585","Frydos Autosupply n' More",268.89,2014-01-08,2014-01-08 20:28:00,6691,"20","L6267"
"589","Frydos Autosupply n' More",276.75,2014-01-09,2014-01-09 20:45:00,3853,"20","L1485"
"590","Frydos Autosupply n' More",276.88,2014-01-15,2014-01-15 20:57:00,4948,"20","L9406"
"596","Gelatogalore",8.6,2014-01-09,2014-01-09 13:23:00,6899,"13","L6267"
"598","Gelatogalore",8.98,2014-01-07,2014-01-07 13:35:00,2463,"13","L6886"
"599","Gelatogalore",9.61,2014-01-15,2014-01-15 13:39:00,2463,"13","L6886"
"600","Gelatogalore",10.62,2014-01-16,2014-01-16 17:07:00,4434,"17","L2169"
"602","Gelatogalore",11.94,2014-01-09,2014-01-09 13:40:00,9405,"13","L3259"
"603","Gelatogalore",12.33,2014-01-16,2014-01-16 13:33:00,2463,"13","L6886"
"604","Gelatogalore",12.74,2014-01-06,2014-01-06 13:19:00,7253,"13","L1682"
"605","Gelatogalore",15.4,2014-01-07,2014-01-07 13:57:00,6691,"13","L6267"
"606","Gelatogalore",15.84,2014-01-17,2014-01-17 13:17:00,8156,"13","L5224"
"608","Gelatogalore",17.21,2014-01-07,2014-01-07 13:39:00,9405,"13","L3259"
"609","Gelatogalore",17.31,2014-01-11,2014-01-11 13:35:00,9617,"13","L5553"
"610","Gelatogalore",18.1,2014-01-17,2014-01-17 13:47:00,2681,"13","L1107"
"612","Gelatogalore",19.2,2014-01-09,2014-01-09 13:12:00,5407,"13","L4034"
"614","Gelatogalore",20.72,2014-01-08,2014-01-08 13:28:00,9405,"13","L3259"
"615","Gelatogalore",21.52,2014-01-07,2014-01-07 13:37:00,9551,"13","L5777"
"616","Gelatogalore",21.62,2014-01-17,2014-01-17 13:57:00,3492,"13","L7814"
"618","Gelatogalore",22.19,2014-01-16,2014-01-16 13:37:00,9405,"13","L3259"
"619","Gelatogalore",22.27,2014-01-08,2014-01-08 13:47:00,2418,"13","L9018"
"621","Gelatogalore",22.36,2014-01-19,2014-01-19 13:09:00,6895,"13","L3366"
"622","Gelatogalore",22.64,2014-01-06,2014-01-06 13:41:00,7889,"13","L6119"
"623","Gelatogalore",23.23,2014-01-09,2014-01-09 13:35:00,8411,"13","L6110"
"624","Gelatogalore",23.23,2014-01-17,2014-01-17 13:33:00,9635,"13","L3191"
"625","Gelatogalore",23.41,2014-01-06,2014-01-06 14:00:00,7819,"14","L5259"
"626","Gelatogalore",23.45,2014-01-09,2014-01-09 13:21:00,4795,"13","L8566"
"628","Gelatogalore",24.68,2014-01-09,2014-01-09 13:45:00,2681,"13","L1107"
"629","Gelatogalore",24.96,2014-01-15,2014-01-15 13:46:00,7117,"13","L6417"
"630","Gelatogalore",26.15,2014-01-10,2014-01-10 13:35:00,1415,"13","L7783"
"632","Gelatogalore",27.26,2014-01-14,2014-01-14 13:32:00,7384,"13","L3800"
"633","Gelatogalore",31.21,2014-01-15,2014-01-15 13:55:00,3853,"13","L1485"
"635","Gelatogalore",32.19,2014-01-10,2014-01-10 14:11:00,8202,"14","L2343"
"636","Gelatogalore",32.4,2014-01-16,2014-01-16 13:48:00,1874,"13","L4424"
"637","Gelatogalore",32.79,2014-01-08,2014-01-08 13:27:00,8411,"13","L6110"
"639","Gelatogalore",32.83,2014-01-13,2014-01-13 13:03:00,8156,"13","L5224"
"640","Gelatogalore",34.04,2014-01-07,2014-01-07 13:33:00,7253,"13","L1682"
"641","Gelatogalore",34.59,2014-01-17,2014-01-17 13:51:00,7819,"13","L5259"
"642","Gelatogalore",35.06,2014-01-07,2014-01-07 13:20:00,8332,"13","L2070"
"643","Gelatogalore",35.29,2014-01-08,2014-01-08 13:42:00,7889,"13","L6119"
"644","Gelatogalore",35.97,2014-01-14,2014-01-14 13:57:00,5368,"13","L2247"
"645","Gelatogalore",36.2,2014-01-12,2014-01-12 19:50:00,1286,"19","L3288"
"646","Gelatogalore",36.24,2014-01-13,2014-01-13 14:00:00,8202,"14","L2343"
"647","Gelatogalore",36.33,2014-01-06,2014-01-06 13:52:00,3492,"13","L7814"
"648","Gelatogalore",36.5,2014-01-07,2014-01-07 13:49:00,2681,"13","L1107"
"650","Gelatogalore",36.75,2014-01-09,2014-01-09 14:18:00,7117,"14","L6417"
"651","Gelatogalore",36.93,2014-01-13,2014-01-13 13:41:00,1415,"13","L7783"
"654","Gelatogalore",39.17,2014-01-14,2014-01-14 13:33:00,2463,"13","L6886"
"656","Gelatogalore",39.4,2014-01-15,2014-01-15 13:58:00,7819,"13","L5259"
"658","Gelatogalore",39.94,2014-01-08,2014-01-08 14:17:00,4948,"14","L9406"
"661","Gelatogalore",50.36,2014-01-08,2014-01-08 13:38:00,1286,"13","L3288"
"672","General Grocer",70.22,2014-01-19,2014-01-19 15:03:00,6895,"15","L3366"
"673","General Grocer",78.02,2014-01-11,2014-01-11 15:31:00,8129,"15","L8328"
"678","General Grocer",108.49,2014-01-18,2014-01-18 20:07:00,6901,"20","L9363"
"681","General Grocer",159.3,2014-01-12,2014-01-12 15:46:00,7117,"15","L6417"
"682","General Grocer",227.28,2014-01-10,2014-01-10 21:28:00,4434,"21","L2169"
"683","General Grocer",265.84,2014-01-08,2014-01-08 21:00:00,7108,"21","L6544"
"684","General Grocer",285.34,2014-01-09,2014-01-09 20:19:00,4795,"20","L8566"
"685","General Grocer",477.6,2014-01-18,2014-01-18 15:31:00,3547,"15","L9362"
"686","Guy's Gyros",8.23,2014-01-09,2014-01-09 20:23:00,7889,"20","L6119"
"687","Guy's Gyros",8.23,2014-01-09,2014-01-09 20:23:00,7889,"20","L2247"
"688","Guy's Gyros",8.23,2014-01-09,2014-01-09 20:38:00,5368,"20","L6119"
"689","Guy's Gyros",8.23,2014-01-09,2014-01-09 20:38:00,5368,"20","L2247"
"690","Guy's Gyros",8.31,2014-01-16,2014-01-16 19:09:00,3484,"19","L2490"
"691","Guy's Gyros",8.31,2014-01-17,2014-01-17 20:21:00,7819,"20","L5259"
"692","Guy's Gyros",8.54,2014-01-17,2014-01-17 20:24:00,3853,"20","L1485"
"693","Guy's Gyros",8.64,2014-01-17,2014-01-17 13:18:00,7688,"13","L4164"
"696","Guy's Gyros",10.11,2014-01-07,2014-01-07 13:46:00,9635,"13","L3191"
"697","Guy's Gyros",10.27,2014-01-16,2014-01-16 13:28:00,9551,"13","L5777"
"699","Guy's Gyros",10.34,2014-01-08,2014-01-08 13:57:00,4434,"13","L2169"
"701","Guy's Gyros",11.22,2014-01-06,2014-01-06 13:39:00,1310,"13","L8012"
"702","Guy's Gyros",11.31,2014-01-07,2014-01-07 13:33:00,6816,"13","L8148"
"703","Guy's Gyros",11.31,2014-01-16,2014-01-16 20:35:00,7108,"20","L6544"
"704","Guy's Gyros",11.94,2014-01-06,2014-01-06 20:09:00,6901,"20","L9363"
"705","Guy's Gyros",12.19,2014-01-15,2014-01-15 13:45:00,6691,"13","L6267"
"707","Guy's Gyros",12.57,2014-01-07,2014-01-07 14:09:00,9617,"14","L5553"
"708","Guy's Gyros",12.76,2014-01-13,2014-01-13 14:13:00,6901,"14","L9363"
"709","Guy's Gyros",12.96,2014-01-14,2014-01-14 20:19:00,7384,"20","L3800"
"711","Guy's Gyros",13.48,2014-01-16,2014-01-16 13:44:00,6816,"13","L8148"
"712","Guy's Gyros",13.59,2014-01-09,2014-01-09 13:28:00,7889,"13","L6119"
"713","Guy's Gyros",14.37,2014-01-15,2014-01-15 13:22:00,1415,"13","L7783"
"714","Guy's Gyros",14.87,2014-01-07,2014-01-07 19:45:00,7819,"19","L5259"
"716","Guy's Gyros",15,2014-01-09,2014-01-09 13:44:00,9617,"13","L5553"
"717","Guy's Gyros",15.12,2014-01-17,2014-01-17 14:00:00,8202,"14","L2343"
"720","Guy's Gyros",15.44,2014-01-06,2014-01-06 13:24:00,1415,"13","L7783"
"722","Guy's Gyros",15.69,2014-01-08,2014-01-08 19:36:00,7354,"19","L9254"
"723","Guy's Gyros",15.84,2014-01-13,2014-01-13 20:18:00,7819,"20","L5259"
"724","Guy's Gyros",15.86,2014-01-08,2014-01-08 13:51:00,1874,"13","L4424"
"725","Guy's Gyros",15.89,2014-01-15,2014-01-15 13:44:00,2142,"13","L9637"
"726","Guy's Gyros",15.93,2014-01-10,2014-01-10 13:27:00,7253,"13","L1682"
"727","Guy's Gyros",16.33,2014-01-11,2014-01-11 20:09:00,7354,"20","L9254"
"728","Guy's Gyros",16.34,2014-01-10,2014-01-10 13:57:00,8129,"13","L8328"
"729","Guy's Gyros",16.35,2014-01-14,2014-01-14 13:44:00,1874,"13","L4424"
"730","Guy's Gyros",16.58,2014-01-15,2014-01-15 13:46:00,8202,"13","L2343"
"731","Guy's Gyros",16.83,2014-01-17,2014-01-17 19:46:00,6901,"19","L9363"
"732","Guy's Gyros",16.92,2014-01-06,2014-01-06 13:30:00,7384,"13","L3800"
"733","Guy's Gyros",17.44,2014-01-09,2014-01-09 14:13:00,5921,"14","L3295"
"736","Guy's Gyros",18.08,2014-01-19,2014-01-19 20:00:00,7354,"20","L9254"
"738","Guy's Gyros",18.24,2014-01-08,2014-01-08 20:17:00,9683,"20","L7291"
"739","Guy's Gyros",18.26,2014-01-09,2014-01-09 20:24:00,1286,"20","L3572"
"742","Guy's Gyros",19.68,2014-01-17,2014-01-17 19:29:00,6816,"19","L8148"
"743","Guy's Gyros",19.77,2014-01-13,2014-01-13 21:08:00,5368,"21","L2247"
"745","Guy's Gyros",20.47,2014-01-13,2014-01-13 20:11:00,4795,"20","L8566"
"746","Guy's Gyros",20.94,2014-01-19,2014-01-19 20:25:00,3853,"20","L1485"
"747","Guy's Gyros",21.03,2014-01-13,2014-01-13 13:51:00,8411,"13","L6110"
"748","Guy's Gyros",21.1,2014-01-17,2014-01-17 14:05:00,7117,"14","L6417"
"750","Guy's Gyros",22.18,2014-01-17,2014-01-17 13:21:00,3484,"13","L2490"
"753","Guy's Gyros",22.34,2014-01-13,2014-01-13 20:09:00,7354,"20","L9254"
"754","Guy's Gyros",22.57,2014-01-06,2014-01-06 20:13:00,3484,"20","L2490"
"756","Guy's Gyros",23.12,2014-01-07,2014-01-07 20:34:00,5368,"20","L2247"
"757","Guy's Gyros",23.21,2014-01-19,2014-01-19 19:45:00,1286,"19","L3288"
"759","Guy's Gyros",23.59,2014-01-14,2014-01-14 20:01:00,4795,"20","L8566"
"760","Guy's Gyros",23.61,2014-01-10,2014-01-10 19:45:00,6816,"19","L8148"
"762","Guy's Gyros",25.28,2014-01-14,2014-01-14 20:29:00,7819,"20","L5259"
"764","Guy's Gyros",25.57,2014-01-16,2014-01-16 19:04:00,7384,"19","L3800"
"765","Guy's Gyros",25.58,2014-01-15,2014-01-15 14:00:00,9617,"14","L5553"
"767","Guy's Gyros",25.79,2014-01-19,2014-01-19 19:45:00,5010,"19","L2459"
"768","Guy's Gyros",25.81,2014-01-10,2014-01-10 21:13:00,5368,"21","L2247"
"769","Guy's Gyros",26.14,2014-01-14,2014-01-14 21:31:00,7354,"21","L9254"
"770","Guy's Gyros",26.68,2014-01-10,2014-01-10 13:38:00,7384,"13","L3800"
"771","Guy's Gyros",26.76,2014-01-10,2014-01-10 13:25:00,6816,"13","L8148"
"773","Guy's Gyros",27.01,2014-01-15,2014-01-15 21:05:00,1286,"21","L3572"
"774","Guy's Gyros",27.4,2014-01-18,2014-01-18 13:28:00,1874,"13","L4424"
"775","Guy's Gyros",27.49,2014-01-13,2014-01-13 13:33:00,2540,"13","L5947"
"776","Guy's Gyros",27.69,2014-01-09,2014-01-09 14:09:00,8202,"14","L2343"
"777","Guy's Gyros",27.78,2014-01-10,2014-01-10 19:54:00,4795,"19","L8566"
"778","Guy's Gyros",28.07,2014-01-18,2014-01-18 19:21:00,5368,"19","L2247"
"779","Guy's Gyros",28.27,2014-01-16,2014-01-16 20:09:00,6901,"20","L9363"
"781","Guy's Gyros",28.75,2014-01-15,2014-01-15 20:02:00,7354,"20","L9254"
"782","Guy's Gyros",28.81,2014-01-08,2014-01-08 20:07:00,7384,"20","L3800"
"783","Guy's Gyros",28.94,2014-01-06,2014-01-06 20:24:00,7819,"20","L5259"
"784","Guy's Gyros",29.25,2014-01-13,2014-01-13 13:40:00,2463,"13","L6886"
"786","Guy's Gyros",29.57,2014-01-07,2014-01-07 13:13:00,8156,"13","L5224"
"787","Guy's Gyros",29.7,2014-01-16,2014-01-16 13:42:00,7819,"13","L5259"
"788","Guy's Gyros",29.71,2014-01-17,2014-01-17 20:59:00,9683,"20","L7291"
"789","Guy's Gyros",29.81,2014-01-10,2014-01-10 20:09:00,6901,"20","L9363"
"790","Guy's Gyros",29.96,2014-01-09,2014-01-09 19:52:00,6816,"19","L8148"
"791","Guy's Gyros",30.12,2014-01-08,2014-01-08 13:32:00,7384,"13","L3800"
"792","Guy's Gyros",30.47,2014-01-12,2014-01-12 14:16:00,8129,"14","L8328"
"793","Guy's Gyros",30.48,2014-01-08,2014-01-08 19:48:00,4434,"19","L2169"
"794","Guy's Gyros",30.76,2014-01-16,2014-01-16 20:17:00,6816,"20","L8148"
"795","Guy's Gyros",30.82,2014-01-06,2014-01-06 13:46:00,9635,"13","L3191"
"796","Guy's Gyros",31.04,2014-01-15,2014-01-15 19:55:00,4434,"19","L2169"
"797","Guy's Gyros",31.05,2014-01-10,2014-01-10 13:52:00,1321,"13","L4149"
"798","Guy's Gyros",31.23,2014-01-07,2014-01-07 19:48:00,3484,"19","L2490"
"799","Guy's Gyros",31.31,2014-01-09,2014-01-09 21:09:00,4434,"21","L2169"
"801","Guy's Gyros",31.48,2014-01-16,2014-01-16 13:23:00,7889,"13","L6119"
"803","Guy's Gyros",31.5,2014-01-10,2014-01-10 13:47:00,9635,"13","L3191"
"804","Guy's Gyros",31.81,2014-01-09,2014-01-09 19:41:00,7354,"19","L9254"
"805","Guy's Gyros",31.94,2014-01-19,2014-01-19 20:30:00,4434,"20","L2169"
"807","Guy's Gyros",32.8,2014-01-16,2014-01-16 14:05:00,1877,"14","L3014"
"810","Guy's Gyros",33.65,2014-01-11,2014-01-11 20:06:00,7384,"20","L3800"
"813","Guy's Gyros",34.41,2014-01-12,2014-01-12 19:32:00,3853,"19","L1485"
"814","Guy's Gyros",34.74,2014-01-12,2014-01-12 13:31:00,6901,"13","L9363"
"815","Guy's Gyros",35.05,2014-01-09,2014-01-09 20:39:00,7384,"20","L3800"
"816","Guy's Gyros",35.1,2014-01-17,2014-01-17 19:53:00,4795,"19","L8566"
"817","Guy's Gyros",35.12,2014-01-14,2014-01-14 20:17:00,5368,"20","L2247"
"819","Guy's Gyros",36.2,2014-01-11,2014-01-11 19:57:00,5368,"19","L2247"
"820","Guy's Gyros",36.35,2014-01-15,2014-01-15 20:08:00,6816,"20","L8148"
"821","Guy's Gyros",36.44,2014-01-10,2014-01-10 13:12:00,8156,"13","L5224"
"824","Guy's Gyros",36.87,2014-01-19,2014-01-19 20:14:00,7108,"20","L6544"
"825","Guy's Gyros",36.89,2014-01-13,2014-01-13 20:15:00,7384,"20","L3800"
"827","Guy's Gyros",37.37,2014-01-13,2014-01-13 13:39:00,2142,"13","L9637"
"828","Guy's Gyros",37.48,2014-01-19,2014-01-19 20:16:00,9683,"20","L7291"
"829","Guy's Gyros",37.5,2014-01-13,2014-01-13 20:59:00,7108,"20","L6544"
"830","Guy's Gyros",37.55,2014-01-17,2014-01-17 20:16:00,3484,"20","L2490"
"831","Guy's Gyros",37.8,2014-01-16,2014-01-16 19:40:00,4795,"19","L8566"
"833","Guy's Gyros",38.07,2014-01-13,2014-01-13 14:00:00,7117,"14","L6417"
"834","Guy's Gyros",38.15,2014-01-10,2014-01-10 13:44:00,8411,"13","L6110"
"835","Guy's Gyros",38.26,2014-01-14,2014-01-14 13:49:00,9617,"13","L5553"
"836","Guy's Gyros",38.56,2014-01-07,2014-01-07 13:20:00,7354,"13","L9254"
"837","Guy's Gyros",39.14,2014-01-17,2014-01-17 13:38:00,3853,"13","L1485"
"838","Guy's Gyros",39.29,2014-01-06,2014-01-06 19:18:00,7384,"19","L3800"
"839","Guy's Gyros",39.6,2014-01-19,2014-01-19 20:51:00,6901,"20","L9363"
"840","Guy's Gyros",39.68,2014-01-18,2014-01-18 19:08:00,3484,"19","L2490"
"843","Guy's Gyros",42.32,2014-01-12,2014-01-12 19:26:00,7108,"19","L6544"
"846","Guy's Gyros",47.89,2014-01-18,2014-01-18 14:05:00,9617,"14","L5553"
"848","Guy's Gyros",50.4,2014-01-14,2014-01-14 13:59:00,1286,"13","L3288"
"853","Guy's Gyros",58.35,2014-01-19,2014-01-19 19:45:00,3484,"19","L2490"
"856","Guy's Gyros",65.21,2014-01-19,2014-01-19 19:45:00,7384,"19","L3800"
"874","Hallowed Grounds",3.11,2014-01-08,2014-01-08 07:47:00,3492,"07","L7814"
"875","Hallowed Grounds",3.25,2014-01-17,2014-01-17 07:31:00,1310,"07","L8012"
"876","Hallowed Grounds",3.4,2014-01-08,2014-01-08 07:43:00,9617,"07","L5553"
"877","Hallowed Grounds",3.9,2014-01-08,2014-01-08 07:50:00,2681,"07","L1107"
"879","Hallowed Grounds",4.59,2014-01-14,2014-01-14 07:42:00,1310,"07","L8012"
"880","Hallowed Grounds",4.6,2014-01-16,2014-01-16 08:09:00,2681,"08","L1107"
"882","Hallowed Grounds",5.28,2014-01-15,2014-01-15 07:36:00,9617,"07","L5553"
"883","Hallowed Grounds",5.52,2014-01-17,2014-01-17 07:59:00,6691,"07","L6267"
"884","Hallowed Grounds",5.85,2014-01-08,2014-01-08 07:40:00,8129,"07","L8328"
"885","Hallowed Grounds",5.85,2014-01-13,2014-01-13 07:44:00,9405,"07","L3259"
"887","Hallowed Grounds",6.16,2014-01-14,2014-01-14 08:16:00,6691,"08","L6267"
"888","Hallowed Grounds",6.32,2014-01-13,2014-01-13 07:57:00,6691,"07","L6267"
"891","Hallowed Grounds",7.22,2014-01-16,2014-01-16 07:54:00,1874,"07","L4424"
"892","Hallowed Grounds",7.88,2014-01-07,2014-01-07 07:47:00,1310,"07","L8012"
"893","Hallowed Grounds",8.05,2014-01-06,2014-01-06 07:55:00,9551,"07","L5777"
"894","Hallowed Grounds",8.15,2014-01-08,2014-01-08 07:39:00,1874,"07","L4424"
"896","Hallowed Grounds",8.34,2014-01-10,2014-01-10 07:41:00,9617,"07","L5553"
"898","Hallowed Grounds",8.91,2014-01-07,2014-01-07 07:37:00,8129,"07","L8328"
"899","Hallowed Grounds",9.16,2014-01-13,2014-01-13 07:32:00,7889,"07","L6119"
"900","Hallowed Grounds",9.34,2014-01-10,2014-01-10 08:06:00,6691,"08","L6267"
"901","Hallowed Grounds",9.4,2014-01-17,2014-01-17 08:04:00,9551,"08","L5777"
"903","Hallowed Grounds",9.61,2014-01-07,2014-01-07 07:50:00,3492,"07","L7814"
"905","Hallowed Grounds",9.72,2014-01-17,2014-01-17 07:56:00,5010,"07","L2459"
"906","Hallowed Grounds",9.92,2014-01-07,2014-01-07 08:01:00,9617,"08","L5553"
"907","Hallowed Grounds",10.07,2014-01-06,2014-01-06 08:01:00,1874,"08","L4424"
"910","Hallowed Grounds",10.33,2014-01-07,2014-01-07 07:57:00,6691,"07","L6267"
"911","Hallowed Grounds",10.34,2014-01-10,2014-01-10 07:49:00,7889,"07","L6119"
"913","Hallowed Grounds",10.65,2014-01-14,2014-01-14 08:12:00,2681,"08","L1107"
"914","Hallowed Grounds",10.66,2014-01-06,2014-01-06 07:48:00,3492,"07","L7814"
"915","Hallowed Grounds",10.75,2014-01-14,2014-01-14 07:35:00,7889,"07","L6119"
"916","Hallowed Grounds",10.76,2014-01-10,2014-01-10 07:50:00,7108,"07","L6544"
"918","Hallowed Grounds",11.49,2014-01-10,2014-01-10 07:41:00,1310,"07","L8012"
"919","Hallowed Grounds",11.63,2014-01-08,2014-01-08 07:57:00,6691,"07","L6267"
"921","Hallowed Grounds",12.03,2014-01-10,2014-01-10 07:41:00,1874,"07","L4424"
"922","Hallowed Grounds",12.17,2014-01-15,2014-01-15 07:44:00,7108,"07","L6544"
"924","Hallowed Grounds",12.19,2014-01-16,2014-01-16 08:05:00,9551,"08","L5777"
"929","Hallowed Grounds",13,2014-01-14,2014-01-14 07:45:00,7108,"07","L6544"
